    -1 :       Date     Time   Level Gridsize    Miss :     Minimum        Mean     Maximum : Parameter name
   268 : 2001-02-15 00:00:00       0        1       0 :                  8.0000             : stn           
   269 : 2001-03-16 00:00:00       0        1       0 :                  56.500             : pre           
   270 : 2001-03-16 00:00:00       0        1       0 :                  8.0000             : stn           
   271 : 2001-04-16 00:00:00       0        1       0 :                  15.200             : pre           
   272 : 2001-04-16 00:00:00       0        1       0 :                  8.0000             : stn           
   273 : 2001-05-16 00:00:00       0        1       0 :                  4.3000             : pre           
   274 : 2001-05-16 00:00:00       0        1       0 :                  8.0000             : stn           
   275 : 2001-06-16 00:00:00       0        1       0 :                  3.7000             : pre           
   276 : 2001-06-16 00:00:00       0        1       0 :                  8.0000             : stn           
   277 : 2001-07-16 00:00:00       0        1       0 :                 0.30000             : pre           
   278 : 2001-07-16 00:00:00       0        1       0 :                  7.0000             : stn           
   279 : 2001-08-16 00:00:00       0        1       0 :                  1.6000             : pre           
   280 : 2001-08-16 00:00:00       0        1       0 :                  8.0000             : stn           
   281 : 2001-09-16 00:00:00       0        1       0 :                  24.100             : pre           
   282 : 2001-09-16 00:00:00       0        1       0 :                  8.0000             : stn           
   283 : 2001-10-16 00:00:00       0        1       0 :                  19.100             : pre           
   284 : 2001-10-16 00:00:00       0        1       0 :                  8.0000             : stn           
   285 : 2001-11-16 00:00:00       0        1       0 :                  90.900             : pre           
   286 : 2001-11-16 00:00:00       0        1       0 :                  8.0000             : stn           
   287 : 2001-12-16 00:00:00       0        1       0 :                  55.100             : pre           
   288 : 2001-12-16 00:00:00       0        1       0 :                  8.0000             : stn           
   289 : 2002-01-16 00:00:00       0        1       0 :                  30.600             : pre           
   290 : 2002-01-16 00:00:00       0        1       0 :                  8.0000             : stn           
   291 : 2002-02-15 00:00:00       0        1       0 :                  8.9000             : pre           
   292 : 2002-02-15 00:00:00       0        1       0 :                  8.0000             : stn           
   293 : 2002-03-16 00:00:00       0        1       0 :                  8.3000             : pre           
   294 : 2002-03-16 00:00:00       0        1       0 :                  8.0000             : stn           
   295 : 2002-04-16 00:00:00       0        1       0 :                  35.700             : pre           
   296 : 2002-04-16 00:00:00       0        1       0 :                  8.0000             : stn           
   297 : 2002-05-16 00:00:00       0        1       0 :                  2.2000             : pre           
   298 : 2002-05-16 00:00:00       0        1       0 :                  8.0000             : stn           
   299 : 2002-06-16 00:00:00       0        1       0 :                  9.0000             : pre           
   300 : 2002-06-16 00:00:00       0        1       0 :                  8.0000             : stn           
   301 : 2002-07-16 00:00:00       0        1       0 :                 0.10000             : pre           
   302 : 2002-07-16 00:00:00       0        1       0 :                  8.0000             : stn           
   303 : 2002-08-16 00:00:00       0        1       0 :                 0.20000             : pre           
   304 : 2002-08-16 00:00:00       0        1       0 :                  8.0000             : stn           
   305 : 2002-09-16 00:00:00       0        1       0 :                  9.8000             : pre           
   306 : 2002-09-16 00:00:00       0        1       0 :                  8.0000             : stn           
   307 : 2002-10-16 00:00:00       0        1       0 :                  20.400             : pre           
   308 : 2002-10-16 00:00:00       0        1       0 :                  8.0000             : stn           
   309 : 2002-11-16 00:00:00       0        1       0 :                  14.200             : pre           
   310 : 2002-11-16 00:00:00       0        1       0 :                  8.0000             : stn           
   311 : 2002-12-16 00:00:00       0        1       0 :                  39.400             : pre           
   312 : 2002-12-16 00:00:00       0        1       0 :                  8.0000             : stn           
   313 : 2003-01-16 00:00:00       0        1       0 :                  37.200             : pre           
   314 : 2003-01-16 00:00:00       0        1       0 :                  8.0000             : stn           
   315 : 2003-02-15 00:00:00       0        1       0 :                  52.000             : pre           
   316 : 2003-02-15 00:00:00       0        1       0 :                  8.0000             : stn           
   317 : 2003-03-16 00:00:00       0        1       0 :                  52.500             : pre           
   318 : 2003-03-16 00:00:00       0        1       0 :                  8.0000             : stn           
   319 : 2003-04-16 00:00:00       0        1       0 :                  1.4000             : pre           
   320 : 2003-04-16 00:00:00       0        1       0 :                  8.0000             : stn           
   321 : 2003-05-16 00:00:00       0        1       0 :                  1.1000             : pre           
   322 : 2003-05-16 00:00:00       0        1       0 :                  8.0000             : stn           
   323 : 2003-06-16 00:00:00       0        1       0 :                  17.200             : pre           
   324 : 2003-06-16 00:00:00       0        1       0 :                  8.0000             : stn           
   325 : 2003-07-16 00:00:00       0        1       0 :                  0.0000             : pre           
   326 : 2003-07-16 00:00:00       0        1       0 :                  8.0000             : stn           
   327 : 2003-08-16 00:00:00       0        1       0 :                 0.10000             : pre           
   328 : 2003-08-16 00:00:00       0        1       0 :                  8.0000             : stn           
   329 : 2003-09-16 00:00:00       0        1       0 :                  4.6000             : pre           
   330 : 2003-09-16 00:00:00       0        1       0 :                  8.0000             : stn           
   331 : 2003-10-16 00:00:00       0        1       0 :                  25.500             : pre           
   332 : 2003-10-16 00:00:00       0        1       0 :                  6.0000             : stn           
   333 : 2003-11-16 00:00:00       0        1       0 :                  37.300             : pre           
   334 : 2003-11-16 00:00:00       0        1       0 :                  8.0000             : stn           
   335 : 2003-12-16 00:00:00       0        1       0 :                  24.900             : pre           
   336 : 2003-12-16 00:00:00       0        1       0 :                  8.0000             : stn           
   337 : 2004-01-16 00:00:00       0        1       0 :                  91.900             : pre           
   338 : 2004-01-16 00:00:00       0        1       0 :                  8.0000             : stn           
   339 : 2004-02-15 00:00:00       0        1       0 :                  54.100             : pre           
   340 : 2004-02-15 00:00:00       0        1       0 :                  8.0000             : stn           
   341 : 2004-03-16 00:00:00       0        1       0 :                  73.400             : pre           
   342 : 2004-03-16 00:00:00       0        1       0 :                  8.0000             : stn           
   343 : 2004-04-16 00:00:00       0        1       0 :                  12.200             : pre           
   344 : 2004-04-16 00:00:00       0        1       0 :                  8.0000             : stn           
   345 : 2004-05-16 00:00:00       0        1       0 :                 0.40000             : pre           
   346 : 2004-05-16 00:00:00       0        1       0 :                  8.0000             : stn           
   347 : 2004-06-16 00:00:00       0        1       0 :                 0.20000             : pre           
   348 : 2004-06-16 00:00:00       0        1       0 :                  8.0000             : stn           
   349 : 2004-07-16 00:00:00       0        1       0 :                 0.10000             : pre           
   350 : 2004-07-16 00:00:00       0        1       0 :                  8.0000             : stn           
   351 : 2004-08-16 00:00:00       0        1       0 :                 0.10000             : pre           
   352 : 2004-08-16 00:00:00       0        1       0 :                  8.0000             : stn           
   353 : 2004-09-16 00:00:00       0        1       0 :                  1.5000             : pre           
   354 : 2004-09-16 00:00:00       0        1       0 :                  8.0000             : stn           
   355 : 2004-10-16 00:00:00       0        1       0 :                  15.000             : pre           
   356 : 2004-10-16 00:00:00       0        1       0 :                  8.0000             : stn           
   357 : 2004-11-16 00:00:00       0        1       0 :                  25.700             : pre           
   358 : 2004-11-16 00:00:00       0        1       0 :                  8.0000             : stn           
   359 : 2004-12-16 00:00:00       0        1       0 :                  41.900             : pre           
   360 : 2004-12-16 00:00:00       0        1       0 :                  8.0000             : stn           
   361 : 2005-01-16 00:00:00       0        1       0 :                  47.900             : pre           
   362 : 2005-01-16 00:00:00       0        1       0 :                  8.0000             : stn           
   363 : 2005-02-15 00:00:00       0        1       0 :                  56.800             : pre           
   364 : 2005-02-15 00:00:00       0        1       0 :                  8.0000             : stn           
   365 : 2005-03-16 00:00:00       0        1       0 :                  31.300             : pre           
   366 : 2005-03-16 00:00:00       0        1       0 :                  8.0000             : stn           
   367 : 2005-04-16 00:00:00       0        1       0 :                  8.2000             : pre           
   368 : 2005-04-16 00:00:00       0        1       0 :                  8.0000             : stn           
   369 : 2005-05-16 00:00:00       0        1       0 :                  1.0000             : pre           
   370 : 2005-05-16 00:00:00       0        1       0 :                  8.0000             : stn           
   371 : 2005-06-16 00:00:00       0        1       0 :                 0.50000             : pre           
   372 : 2005-06-16 00:00:00       0        1       0 :                  8.0000             : stn           
   373 : 2005-07-16 00:00:00       0        1       0 :                 0.10000             : pre           
